,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2015-10-06 12:00:00+03:00,1872.0,1591.0,1.0,0.0,229.0,1672.0,92.0
2015-10-06 13:00:00+03:00,1846.0,1686.0,1.0,0.0,141.0,1667.0,103.0
2015-10-06 14:00:00+03:00,1887.0,1639.0,1.0,0.0,116.0,1507.0,135.0
2015-10-06 15:00:00+03:00,1821.0,1614.0,1.0,0.0,93.0,1233.0,162.0
2015-10-06 16:00:00+03:00,1845.0,1615.0,1.0,0.0,128.0,857.0,169.0
2015-10-06 17:00:00+03:00,1967.0,1854.0,1.0,0.0,124.0,422.0,160.0
2015-10-06 18:00:00+03:00,1919.0,2238.0,1.0,0.0,138.0,83.0,166.0
2015-10-06 19:00:00+03:00,1893.0,2457.0,1.0,164.0,725.0,0.0,157.0
2015-10-06 20:00:00+03:00,1835.0,2650.0,1.0,288.0,1227.0,0.0,146.0
2015-10-06 21:00:00+03:00,1782.0,2457.0,1.0,50.0,956.0,0.0,131.0
2015-10-06 22:00:00+03:00,1590.0,2198.0,1.0,5.0,422.0,0.0,96.0
2015-10-06 23:00:00+03:00,1544.0,1890.0,1.0,0.0,195.0,0.0,94.0
2015-10-07 00:00:00+03:00,1625.0,1227.0,1.0,0.0,321.0,0.0,98.0
2015-10-07 01:00:00+03:00,1751.0,737.0,1.0,0.0,95.0,0.0,105.0
2015-10-07 02:00:00+03:00,1616.0,639.0,1.0,0.0,98.0,0.0,107.0
2015-10-07 03:00:00+03:00,1534.0,596.0,1.0,0.0,125.0,0.0,128.0
2015-10-07 04:00:00+03:00,1508.0,603.0,1.0,0.0,136.0,0.0,110.0
2015-10-07 05:00:00+03:00,1529.0,713.0,1.0,0.0,139.0,0.0,90.0
2015-10-07 06:00:00+03:00,1537.0,935.0,1.0,0.0,228.0,0.0,86.0
2015-10-07 07:00:00+03:00,1728.0,1267.0,1.0,13.0,326.0,10.0,69.0
2015-10-07 08:00:00+03:00,1979.0,1367.0,1.0,122.0,813.0,245.0,71.0
2015-10-07 09:00:00+03:00,2191.0,1350.0,1.0,109.0,770.0,674.0,68.0
2015-10-07 10:00:00+03:00,2225.0,1144.0,1.0,82.0,721.0,1033.0,48.0
2015-10-07 11:00:00+03:00,2271.0,1144.0,1.0,63.0,543.0,1243.0,47.0
2015-10-07 12:00:00+03:00,2266.0,1203.0,1.0,71.0,542.0,1308.0,47.0
2015-10-07 13:00:00+03:00,2278.0,1370.0,1.0,56.0,367.0,1197.0,74.0
2015-10-07 14:00:00+03:00,2245.0,1501.0,1.0,11.0,355.0,1010.0,119.0
2015-10-07 15:00:00+03:00,2257.0,1468.0,1.0,30.0,302.0,693.0,146.0
2015-10-07 16:00:00+03:00,2265.0,1705.0,1.0,0.0,255.0,388.0,127.0
2015-10-07 17:00:00+03:00,,,,,,175.0,143.0
2015-10-07 18:00:00+03:00,2137.0,2360.0,1.0,0.0,209.0,29.0,203.0
2015-10-07 19:00:00+03:00,2169.0,2502.0,1.0,57.0,557.0,0.0,253.0
2015-10-07 20:00:00+03:00,2245.0,2659.0,1.0,227.0,1030.0,0.0,293.0
2015-10-07 21:00:00+03:00,2255.0,2292.0,1.0,4.0,503.0,0.0,271.0
2015-10-07 22:00:00+03:00,2017.0,1923.0,1.0,0.0,231.0,0.0,270.0
2015-10-07 23:00:00+03:00,1604.0,1725.0,1.0,0.0,210.0,0.0,215.0
2015-10-08 00:00:00+03:00,1529.0,978.0,1.0,0.0,322.0,0.0,217.0
2015-10-08 01:00:00+03:00,1517.0,815.0,1.0,0.0,104.0,0.0,256.0
2015-10-08 02:00:00+03:00,1393.0,746.0,1.0,0.0,68.0,0.0,324.0
2015-10-08 03:00:00+03:00,1348.0,792.0,1.0,0.0,81.0,0.0,328.0
2015-10-08 04:00:00+03:00,1386.0,768.0,1.0,0.0,74.0,0.0,304.0
2015-10-08 05:00:00+03:00,1400.0,781.0,1.0,0.0,73.0,0.0,261.0
2015-10-08 06:00:00+03:00,1471.0,956.0,1.0,0.0,141.0,0.0,264.0
2015-10-08 07:00:00+03:00,1699.0,1191.0,1.0,34.0,359.0,3.0,240.0
2015-10-08 08:00:00+03:00,1852.0,1357.0,1.0,185.0,875.0,137.0,248.0
2015-10-08 09:00:00+03:00,1898.0,1601.0,1.0,244.0,1005.0,435.0,259.0
2015-10-08 10:00:00+03:00,1934.0,1767.0,1.0,226.0,780.0,706.0,270.0
2015-10-08 11:00:00+03:00,1893.0,2014.0,1.0,34.0,639.0,876.0,246.0
2015-10-08 12:00:00+03:00,1654.0,2318.0,1.0,11.0,447.0,1024.0,230.0
2015-10-08 13:00:00+03:00,1522.0,2483.0,1.0,0.0,377.0,1061.0,234.0
2015-10-08 14:00:00+03:00,1566.0,2240.0,1.0,0.0,303.0,1038.0,240.0
2015-10-08 15:00:00+03:00,1517.0,2040.0,1.0,0.0,267.0,972.0,264.0
2015-10-08 16:00:00+03:00,1593.0,2008.0,1.0,0.0,266.0,730.0,278.0
2015-10-08 17:00:00+03:00,1577.0,2287.0,1.0,9.0,331.0,406.0,268.0
2015-10-08 18:00:00+03:00,1590.0,2628.0,1.0,78.0,371.0,74.0,276.0
2015-10-08 19:00:00+03:00,1637.0,3050.0,1.0,209.0,846.0,0.0,282.0
2015-10-08 20:00:00+03:00,1650.0,3153.0,1.0,361.0,1196.0,0.0,265.0
2015-10-08 21:00:00+03:00,1642.0,2965.0,1.0,196.0,744.0,0.0,230.0
2015-10-08 22:00:00+03:00,1564.0,2674.0,1.0,37.0,484.0,0.0,182.0
2015-10-08 23:00:00+03:00,1494.0,1886.0,1.0,0.0,326.0,0.0,142.0
2015-10-09 00:00:00+03:00,1481.0,1183.0,1.0,0.0,402.0,0.0,109.0
2015-10-09 01:00:00+03:00,1454.0,1095.0,1.0,0.0,91.0,0.0,80.0
2015-10-09 02:00:00+03:00,1418.0,1069.0,1.0,0.0,98.0,0.0,78.0
2015-10-09 03:00:00+03:00,1445.0,1100.0,1.0,0.0,96.0,0.0,72.0
2015-10-09 04:00:00+03:00,1473.0,1060.0,1.0,0.0,93.0,0.0,63.0
2015-10-09 05:00:00+03:00,1461.0,1090.0,1.0,0.0,87.0,0.0,47.0
2015-10-09 06:00:00+03:00,1413.0,1322.0,1.0,0.0,118.0,0.0,45.0
2015-10-09 07:00:00+03:00,1473.0,1774.0,1.0,23.0,246.0,6.0,34.0
2015-10-09 08:00:00+03:00,1483.0,2171.0,1.0,116.0,805.0,188.0,25.0
2015-10-09 09:00:00+03:00,1577.0,2434.0,1.0,164.0,782.0,611.0,18.0
2015-10-09 10:00:00+03:00,1590.0,2379.0,1.0,33.0,653.0,1019.0,20.0
2015-10-09 11:00:00+03:00,1583.0,2171.0,1.0,31.0,437.0,1298.0,20.0
2015-10-09 12:00:00+03:00,1555.0,2068.0,1.0,32.0,406.0,1455.0,18.0
2015-10-09 13:00:00+03:00,1524.0,2136.0,1.0,2.0,307.0,1462.0,28.0
2015-10-09 14:00:00+03:00,1560.0,2075.0,1.0,0.0,181.0,1407.0,40.0
2015-10-09 15:00:00+03:00,1524.0,2044.0,1.0,0.0,149.0,1214.0,38.0
2015-10-09 16:00:00+03:00,1544.0,2162.0,1.0,0.0,148.0,898.0,40.0
2015-10-09 17:00:00+03:00,1598.0,2488.0,1.0,19.0,191.0,480.0,27.0
2015-10-09 18:00:00+03:00,1637.0,2817.0,1.0,37.0,320.0,74.0,17.0
2015-10-09 19:00:00+03:00,1517.0,3069.0,1.0,84.0,993.0,0.0,16.0
2015-10-09 20:00:00+03:00,1447.0,3127.0,1.0,378.0,1433.0,0.0,26.0
2015-10-09 21:00:00+03:00,1479.0,2829.0,1.0,196.0,822.0,0.0,52.0
2015-10-09 22:00:00+03:00,1462.0,2421.0,1.0,0.0,351.0,0.0,63.0
2015-10-09 23:00:00+03:00,1372.0,1888.0,1.0,0.0,142.0,0.0,85.0
2015-10-10 00:00:00+03:00,1308.0,1459.0,1.0,0.0,250.0,0.0,65.0
2015-10-10 01:00:00+03:00,1326.0,1188.0,1.0,0.0,149.0,0.0,68.0
2015-10-10 02:00:00+03:00,1273.0,1126.0,1.0,0.0,98.0,0.0,65.0
2015-10-10 03:00:00+03:00,1228.0,1071.0,1.0,0.0,93.0,0.0,89.0
2015-10-10 04:00:00+03:00,1183.0,1050.0,1.0,0.0,91.0,0.0,132.0
2015-10-10 05:00:00+03:00,1064.0,1170.0,1.0,0.0,92.0,0.0,165.0
2015-10-10 06:00:00+03:00,1028.0,1288.0,1.0,0.0,123.0,0.0,180.0
2015-10-10 07:00:00+03:00,1093.0,1419.0,1.0,0.0,140.0,5.0,213.0
2015-10-10 08:00:00+03:00,1096.0,1556.0,1.0,0.0,187.0,136.0,227.0
2015-10-10 09:00:00+03:00,1121.0,1684.0,1.0,0.0,538.0,333.0,233.0
2015-10-10 10:00:00+03:00,1098.0,1905.0,1.0,0.0,585.0,432.0,220.0
2015-10-10 11:00:00+03:00,1116.0,2086.0,1.0,0.0,441.0,389.0,307.0
2015-10-10 12:00:00+03:00,1160.0,2145.0,1.0,0.0,375.0,371.0,347.0
2015-10-10 13:00:00+03:00,1261.0,1991.0,1.0,0.0,445.0,300.0,408.0
2015-10-10 14:00:00+03:00,1226.0,1996.0,1.0,0.0,429.0,234.0,421.0
2015-10-10 15:00:00+03:00,1180.0,1878.0,1.0,0.0,162.0,254.0,497.0
2015-10-10 16:00:00+03:00,1142.0,1921.0,1.0,0.0,198.0,218.0,539.0
2015-10-10 17:00:00+03:00,1142.0,2118.0,1.0,0.0,308.0,136.0,594.0
2015-10-10 18:00:00+03:00,1102.0,2132.0,1.0,0.0,280.0,25.0,718.0
2015-10-10 19:00:00+03:00,1035.0,2467.0,1.0,90.0,614.0,0.0,696.0
2015-10-10 20:00:00+03:00,1029.0,2423.0,1.0,233.0,815.0,0.0,665.0
2015-10-10 21:00:00+03:00,1029.0,2086.0,1.0,133.0,630.0,0.0,689.0
2015-10-10 22:00:00+03:00,1040.0,1838.0,1.0,37.0,332.0,0.0,652.0
2015-10-10 23:00:00+03:00,934.0,1805.0,1.0,45.0,183.0,0.0,731.0
2015-10-11 00:00:00+03:00,921.0,1250.0,1.0,53.0,338.0,0.0,769.0
2015-10-11 01:00:00+03:00,965.0,1060.0,1.0,5.0,136.0,0.0,771.0
2015-10-11 02:00:00+03:00,882.0,1049.0,1.0,0.0,54.0,0.0,730.0
2015-10-11 03:00:00+03:00,848.0,1095.0,1.0,0.0,60.0,0.0,738.0
2015-10-11 04:00:00+03:00,866.0,1031.0,1.0,0.0,70.0,0.0,768.0
2015-10-11 05:00:00+03:00,804.0,1002.0,1.0,0.0,67.0,0.0,866.0
2015-10-11 06:00:00+03:00,754.0,962.0,1.0,0.0,92.0,0.0,971.0
2015-10-11 07:00:00+03:00,754.0,988.0,1.0,0.0,95.0,1.0,1005.0
2015-10-11 08:00:00+03:00,768.0,1054.0,1.0,0.0,73.0,70.0,1074.0
2015-10-11 09:00:00+03:00,886.0,1212.0,1.0,0.0,103.0,216.0,1134.0
2015-10-11 10:00:00+03:00,951.0,1226.0,1.0,0.0,227.0,470.0,1156.0
2015-10-11 11:00:00+03:00,921.0,1256.0,1.0,0.0,350.0,629.0,1110.0
2015-10-11 12:00:00+03:00,912.0,1263.0,1.0,0.0,426.0,820.0,945.0
2015-10-11 13:00:00+03:00,889.0,1163.0,1.0,0.0,374.0,862.0,907.0
2015-10-11 14:00:00+03:00,816.0,1117.0,1.0,0.0,258.0,912.0,930.0
2015-10-11 15:00:00+03:00,769.0,1046.0,1.0,0.0,139.0,911.0,913.0
2015-10-11 16:00:00+03:00,796.0,1081.0,1.0,0.0,184.0,683.0,842.0
2015-10-11 17:00:00+03:00,927.0,1133.0,1.0,0.0,304.0,334.0,880.0
2015-10-11 18:00:00+03:00,966.0,1318.0,1.0,3.0,413.0,52.0,819.0
2015-10-11 19:00:00+03:00,998.0,1504.0,1.0,190.0,789.0,0.0,764.0
2015-10-11 20:00:00+03:00,1163.0,1480.0,1.0,217.0,898.0,0.0,728.0
2015-10-11 21:00:00+03:00,1278.0,1578.0,1.0,74.0,618.0,0.0,719.0
2015-10-11 22:00:00+03:00,1329.0,1485.0,1.0,0.0,323.0,0.0,700.0
2015-10-11 23:00:00+03:00,1336.0,1370.0,1.0,0.0,158.0,0.0,732.0
2015-10-12 00:00:00+03:00,1329.0,908.0,1.0,0.0,226.0,0.0,705.0
2015-10-12 01:00:00+03:00,1308.0,647.0,1.0,0.0,138.0,0.0,720.0
2015-10-12 02:00:00+03:00,1291.0,601.0,1.0,0.0,91.0,0.0,701.0
2015-10-12 03:00:00+03:00,1151.0,629.0,1.0,0.0,90.0,0.0,724.0
2015-10-12 04:00:00+03:00,1075.0,840.0,1.0,0.0,92.0,0.0,600.0
2015-10-12 05:00:00+03:00,1016.0,1007.0,1.0,0.0,138.0,0.0,569.0
2015-10-12 06:00:00+03:00,1185.0,1062.0,1.0,0.0,365.0,0.0,502.0
2015-10-12 07:00:00+03:00,1278.0,1276.0,1.0,40.0,652.0,6.0,439.0
2015-10-12 08:00:00+03:00,1266.0,1516.0,1.0,43.0,543.0,184.0,441.0
2015-10-12 09:00:00+03:00,1321.0,1571.0,1.0,27.0,750.0,598.0,446.0
2015-10-12 10:00:00+03:00,1452.0,1571.0,1.0,63.0,783.0,1039.0,421.0
2015-10-12 11:00:00+03:00,1444.0,1503.0,1.0,21.0,475.0,1311.0,436.0
2015-10-12 12:00:00+03:00,1406.0,1571.0,1.0,0.0,345.0,1439.0,414.0
2015-10-12 13:00:00+03:00,1353.0,1563.0,1.0,0.0,335.0,1418.0,435.0
2015-10-12 14:00:00+03:00,1388.0,1750.0,1.0,0.0,167.0,1345.0,432.0
2015-10-12 15:00:00+03:00,1410.0,1693.0,1.0,0.0,104.0,1167.0,408.0
2015-10-12 16:00:00+03:00,1426.0,1816.0,1.0,0.0,108.0,866.0,373.0
2015-10-12 17:00:00+03:00,1431.0,1969.0,1.0,1.0,140.0,449.0,332.0
2015-10-12 18:00:00+03:00,1312.0,2216.0,1.0,34.0,179.0,71.0,378.0
2015-10-12 19:00:00+03:00,1372.0,2668.0,1.0,117.0,433.0,0.0,363.0
2015-10-12 20:00:00+03:00,1441.0,2835.0,1.0,204.0,816.0,0.0,295.0
2015-10-12 21:00:00+03:00,1420.0,2473.0,1.0,30.0,502.0,0.0,300.0
2015-10-12 22:00:00+03:00,1363.0,2133.0,1.0,34.0,273.0,0.0,286.0
2015-10-12 23:00:00+03:00,1433.0,1898.0,1.0,34.0,207.0,0.0,245.0
2015-10-13 00:00:00+03:00,1385.0,1513.0,1.0,62.0,284.0,0.0,223.0
2015-10-13 01:00:00+03:00,1447.0,1207.0,1.0,16.0,161.0,0.0,211.0
2015-10-13 02:00:00+03:00,1447.0,1163.0,1.0,0.0,92.0,0.0,191.0
2015-10-13 03:00:00+03:00,1425.0,1163.0,1.0,0.0,102.0,0.0,205.0
2015-10-13 04:00:00+03:00,1448.0,1176.0,1.0,0.0,100.0,0.0,228.0
2015-10-13 05:00:00+03:00,1450.0,1195.0,1.0,0.0,137.0,0.0,251.0
2015-10-13 06:00:00+03:00,1500.0,1328.0,1.0,0.0,158.0,0.0,274.0
2015-10-13 07:00:00+03:00,1560.0,1785.0,1.0,0.0,173.0,6.0,256.0
2015-10-13 08:00:00+03:00,1541.0,2388.0,1.0,36.0,373.0,287.0,201.0
2015-10-13 09:00:00+03:00,1453.0,2226.0,1.0,66.0,444.0,810.0,174.0
2015-10-13 10:00:00+03:00,1449.0,2145.0,1.0,7.0,354.0,1258.0,122.0
2015-10-13 11:00:00+03:00,1431.0,2008.0,1.0,0.0,309.0,1542.0,98.0
2015-10-13 12:00:00+03:00,1408.0,2008.0,1.0,0.0,311.0,1690.0,102.0
2015-10-13 13:00:00+03:00,1366.0,1783.0,1.0,0.0,510.0,1720.0,92.0
2015-10-13 14:00:00+03:00,1374.0,1662.0,1.0,0.0,538.0,1591.0,109.0
2015-10-13 15:00:00+03:00,1360.0,1827.0,1.0,0.0,273.0,1360.0,119.0
2015-10-13 16:00:00+03:00,1351.0,1937.0,1.0,68.0,213.0,1017.0,156.0
2015-10-13 17:00:00+03:00,1423.0,2217.0,1.0,77.0,263.0,541.0,154.0
2015-10-13 18:00:00+03:00,1474.0,2734.0,1.0,82.0,270.0,87.0,179.0
2015-10-13 19:00:00+03:00,1568.0,3059.0,1.0,201.0,641.0,0.0,197.0
2015-10-13 20:00:00+03:00,1679.0,3025.0,1.0,135.0,792.0,0.0,191.0
2015-10-13 21:00:00+03:00,1791.0,2937.0,1.0,40.0,569.0,0.0,164.0
2015-10-13 22:00:00+03:00,1715.0,2484.0,1.0,0.0,422.0,0.0,154.0
2015-10-13 23:00:00+03:00,1579.0,1894.0,1.0,0.0,375.0,0.0,128.0
2015-10-14 00:00:00+03:00,1593.0,1206.0,1.0,0.0,491.0,0.0,127.0
2015-10-14 01:00:00+03:00,1530.0,1166.0,1.0,0.0,201.0,0.0,127.0
2015-10-14 02:00:00+03:00,1477.0,1197.0,1.0,0.0,188.0,0.0,133.0
2015-10-14 03:00:00+03:00,1418.0,1188.0,1.0,0.0,179.0,0.0,146.0
2015-10-14 04:00:00+03:00,1411.0,1200.0,1.0,0.0,186.0,0.0,156.0
2015-10-14 05:00:00+03:00,1455.0,1260.0,1.0,0.0,163.0,0.0,177.0
2015-10-14 06:00:00+03:00,1499.0,1387.0,1.0,0.0,209.0,0.0,185.0
2015-10-14 07:00:00+03:00,1589.0,1682.0,1.0,4.0,374.0,3.0,198.0
2015-10-14 08:00:00+03:00,1633.0,1820.0,1.0,32.0,737.0,175.0,216.0
2015-10-14 09:00:00+03:00,1678.0,2016.0,1.0,113.0,747.0,540.0,224.0
2015-10-14 10:00:00+03:00,1717.0,2099.0,1.0,93.0,589.0,820.0,224.0
2015-10-14 11:00:00+03:00,1755.0,2035.0,1.0,7.0,518.0,1031.0,182.0
2015-10-14 12:00:00+03:00,1741.0,1951.0,1.0,0.0,451.0,1185.0,151.0
2015-10-14 13:00:00+03:00,1661.0,1805.0,1.0,0.0,578.0,1230.0,148.0
2015-10-14 14:00:00+03:00,1654.0,1770.0,1.0,0.0,487.0,1164.0,153.0
2015-10-14 15:00:00+03:00,1652.0,1832.0,1.0,0.0,224.0,1052.0,159.0
2015-10-14 16:00:00+03:00,1642.0,1952.0,1.0,7.0,141.0,795.0,165.0
2015-10-14 17:00:00+03:00,1471.0,2453.0,1.0,0.0,149.0,406.0,164.0
2015-10-14 18:00:00+03:00,1321.0,2913.0,1.0,0.0,331.0,57.0,169.0
2015-10-14 19:00:00+03:00,1375.0,3083.0,1.0,151.0,695.0,0.0,179.0
2015-10-14 20:00:00+03:00,1419.0,3227.0,1.0,138.0,845.0,0.0,178.0
2015-10-14 21:00:00+03:00,1384.0,2891.0,1.0,35.0,603.0,0.0,224.0
2015-10-14 22:00:00+03:00,1379.0,2411.0,1.0,0.0,224.0,0.0,253.0
2015-10-14 23:00:00+03:00,1459.0,2011.0,1.0,0.0,147.0,0.0,262.0
2015-10-15 00:00:00+03:00,1555.0,1090.0,1.0,0.0,496.0,0.0,285.0
2015-10-15 01:00:00+03:00,1599.0,1044.0,1.0,0.0,133.0,0.0,323.0
2015-10-15 02:00:00+03:00,1381.0,1053.0,1.0,0.0,112.0,0.0,390.0
2015-10-15 03:00:00+03:00,1307.0,1017.0,1.0,0.0,93.0,0.0,463.0
2015-10-15 04:00:00+03:00,1301.0,1007.0,1.0,0.0,97.0,0.0,466.0
2015-10-15 05:00:00+03:00,1328.0,1068.0,1.0,0.0,103.0,0.0,459.0
2015-10-15 06:00:00+03:00,1420.0,1207.0,1.0,0.0,231.0,0.0,471.0
2015-10-15 07:00:00+03:00,1489.0,1490.0,1.0,65.0,488.0,4.0,499.0
2015-10-15 08:00:00+03:00,1466.0,1917.0,1.0,102.0,739.0,172.0,505.0
2015-10-15 09:00:00+03:00,1512.0,2051.0,1.0,103.0,740.0,539.0,449.0
2015-10-15 10:00:00+03:00,1454.0,2034.0,1.0,130.0,772.0,841.0,399.0
2015-10-15 11:00:00+03:00,1420.0,1715.0,1.0,207.0,937.0,1060.0,347.0
2015-10-15 12:00:00+03:00,1438.0,1712.0,1.0,207.0,875.0,1194.0,307.0
2015-10-15 13:00:00+03:00,1411.0,1631.0,1.0,196.0,974.0,1225.0,290.0
2015-10-15 14:00:00+03:00,1388.0,1675.0,1.0,104.0,861.0,1175.0,280.0
2015-10-15 15:00:00+03:00,1386.0,1565.0,1.0,103.0,673.0,1008.0,280.0
2015-10-15 16:00:00+03:00,1384.0,1668.0,1.0,104.0,648.0,724.0,248.0
2015-10-15 17:00:00+03:00,1377.0,1937.0,1.0,112.0,649.0,335.0,256.0
2015-10-15 18:00:00+03:00,1178.0,2207.0,1.0,128.0,948.0,39.0,285.0
2015-10-15 19:00:00+03:00,1080.0,2189.0,1.0,476.0,1608.0,0.0,322.0
2015-10-15 20:00:00+03:00,1070.0,2478.0,1.0,471.0,1537.0,0.0,364.0
2015-10-15 21:00:00+03:00,1027.0,2386.0,1.0,127.0,1231.0,0.0,433.0
2015-10-15 22:00:00+03:00,968.0,2285.0,1.0,0.0,504.0,0.0,470.0
2015-10-15 23:00:00+03:00,1059.0,2004.0,1.0,0.0,356.0,0.0,459.0
2015-10-16 00:00:00+03:00,1142.0,1423.0,1.0,0.0,473.0,0.0,434.0
2015-10-16 01:00:00+03:00,1169.0,1374.0,1.0,0.0,123.0,0.0,441.0
2015-10-16 02:00:00+03:00,1178.0,1211.0,1.0,0.0,86.0,0.0,493.0
2015-10-16 03:00:00+03:00,1221.0,1163.0,1.0,0.0,85.0,0.0,474.0
2015-10-16 04:00:00+03:00,1236.0,1167.0,1.0,0.0,86.0,0.0,426.0
2015-10-16 05:00:00+03:00,1236.0,1247.0,1.0,0.0,95.0,0.0,423.0
2015-10-16 06:00:00+03:00,1295.0,1496.0,1.0,0.0,130.0,0.0,413.0
2015-10-16 07:00:00+03:00,1371.0,1821.0,1.0,0.0,344.0,4.0,389.0
2015-10-16 08:00:00+03:00,1505.0,2283.0,1.0,0.0,488.0,119.0,379.0
2015-10-16 09:00:00+03:00,1595.0,2299.0,1.0,48.0,628.0,312.0,400.0
2015-10-16 10:00:00+03:00,1660.0,2223.0,1.0,81.0,660.0,418.0,368.0
2015-10-16 11:00:00+03:00,1646.0,2160.0,1.0,116.0,780.0,542.0,335.0
2015-10-16 12:00:00+03:00,1516.0,2140.0,1.0,116.0,1048.0,519.0,307.0
2015-10-16 13:00:00+03:00,1511.0,2107.0,1.0,279.0,1022.0,557.0,253.0
2015-10-16 14:00:00+03:00,1585.0,2130.0,1.0,89.0,777.0,634.0,299.0
2015-10-16 15:00:00+03:00,1593.0,2178.0,1.0,4.0,468.0,542.0,327.0
2015-10-16 16:00:00+03:00,1623.0,2251.0,1.0,0.0,446.0,426.0,248.0
2015-10-16 17:00:00+03:00,1635.0,2314.0,1.0,0.0,498.0,224.0,183.0
2015-10-16 18:00:00+03:00,1527.0,2546.0,1.0,0.0,564.0,25.0,347.0
2015-10-16 19:00:00+03:00,1529.0,2735.0,1.0,115.0,1097.0,0.0,343.0
2015-10-16 20:00:00+03:00,1524.0,2892.0,1.0,145.0,931.0,0.0,388.0
2015-10-16 21:00:00+03:00,1517.0,2732.0,1.0,48.0,559.0,0.0,336.0
2015-10-16 22:00:00+03:00,1454.0,2183.0,1.0,0.0,343.0,0.0,299.0
2015-10-16 23:00:00+03:00,1318.0,2075.0,1.0,0.0,249.0,0.0,284.0
2015-10-17 00:00:00+03:00,1366.0,1618.0,1.0,0.0,305.0,0.0,237.0
2015-10-17 01:00:00+03:00,1408.0,1397.0,1.0,0.0,202.0,0.0,200.0
2015-10-17 02:00:00+03:00,1400.0,1335.0,1.0,0.0,100.0,0.0,172.0
2015-10-17 03:00:00+03:00,1333.0,1330.0,1.0,0.0,54.0,0.0,185.0
2015-10-17 04:00:00+03:00,1328.0,1289.0,1.0,0.0,47.0,0.0,202.0
2015-10-17 05:00:00+03:00,1374.0,1323.0,1.0,0.0,47.0,0.0,162.0
2015-10-17 06:00:00+03:00,1392.0,1408.0,1.0,0.0,89.0,0.0,143.0
2015-10-17 07:00:00+03:00,1488.0,1550.0,1.0,0.0,214.0,2.0,128.0
2015-10-17 08:00:00+03:00,1520.0,1610.0,1.0,0.0,298.0,158.0,121.0
2015-10-17 09:00:00+03:00,1525.0,1530.0,1.0,36.0,758.0,524.0,104.0
2015-10-17 10:00:00+03:00,1485.0,1824.0,1.0,37.0,660.0,872.0,92.0
2015-10-17 11:00:00+03:00,1467.0,2123.0,1.0,32.0,332.0,1062.0,72.0
2015-10-17 12:00:00+03:00,1451.0,2073.0,1.0,33.0,258.0,1122.0,66.0
2015-10-17 13:00:00+03:00,1427.0,2030.0,1.0,50.0,384.0,1125.0,61.0
2015-10-17 14:00:00+03:00,1433.0,2017.0,1.0,39.0,325.0,1025.0,73.0
2015-10-17 15:00:00+03:00,1466.0,1913.0,1.0,32.0,237.0,868.0,95.0
2015-10-17 16:00:00+03:00,1428.0,1822.0,1.0,35.0,249.0,589.0,83.0
2015-10-17 17:00:00+03:00,1440.0,2048.0,1.0,33.0,279.0,285.0,70.0
2015-10-17 18:00:00+03:00,1318.0,2327.0,1.0,35.0,387.0,34.0,61.0
2015-10-17 19:00:00+03:00,1302.0,2589.0,1.0,63.0,856.0,0.0,44.0
2015-10-17 20:00:00+03:00,1454.0,2532.0,1.0,137.0,982.0,0.0,40.0
2015-10-17 21:00:00+03:00,1445.0,2485.0,1.0,84.0,431.0,0.0,33.0
2015-10-17 22:00:00+03:00,1310.0,2455.0,1.0,37.0,206.0,0.0,34.0
2015-10-17 23:00:00+03:00,1311.0,2359.0,1.0,0.0,134.0,0.0,30.0
2015-10-18 00:00:00+03:00,1392.0,1672.0,1.0,0.0,314.0,0.0,43.0
2015-10-18 01:00:00+03:00,1347.0,1277.0,1.0,0.0,243.0,0.0,42.0
2015-10-18 02:00:00+03:00,1311.0,1271.0,1.0,0.0,260.0,0.0,32.0
2015-10-18 03:00:00+03:00,1367.0,1211.0,1.0,0.0,153.0,0.0,40.0
2015-10-18 04:00:00+03:00,1399.0,1185.0,1.0,0.0,99.0,0.0,38.0
2015-10-18 05:00:00+03:00,1502.0,1135.0,1.0,0.0,91.0,0.0,37.0
2015-10-18 06:00:00+03:00,1538.0,1065.0,1.0,0.0,183.0,0.0,42.0
2015-10-18 07:00:00+03:00,1580.0,1117.0,1.0,0.0,310.0,1.0,38.0
2015-10-18 08:00:00+03:00,1606.0,1154.0,1.0,0.0,245.0,86.0,31.0
2015-10-18 09:00:00+03:00,1596.0,1356.0,1.0,0.0,311.0,253.0,33.0
2015-10-18 10:00:00+03:00,1597.0,1531.0,1.0,0.0,410.0,451.0,29.0
2015-10-18 11:00:00+03:00,1653.0,1590.0,1.0,0.0,399.0,679.0,42.0
2015-10-18 12:00:00+03:00,1647.0,1606.0,1.0,0.0,445.0,786.0,37.0
2015-10-18 13:00:00+03:00,1586.0,1530.0,1.0,0.0,420.0,796.0,46.0
2015-10-18 14:00:00+03:00,1587.0,1376.0,1.0,0.0,340.0,713.0,48.0
2015-10-18 15:00:00+03:00,1601.0,1204.0,1.0,0.0,216.0,584.0,49.0
2015-10-18 16:00:00+03:00,1590.0,1302.0,1.0,0.0,221.0,382.0,56.0
2015-10-18 17:00:00+03:00,1517.0,1616.0,1.0,0.0,272.0,168.0,48.0
2015-10-18 18:00:00+03:00,1447.0,1987.0,1.0,0.0,283.0,16.0,33.0
2015-10-18 19:00:00+03:00,1506.0,2313.0,1.0,132.0,566.0,0.0,22.0
